#{"t_start": 1648263274.5807445, "env_id": "multicomp/SumoHumans-v0"}
r,l,t,r0,r1
-1100.197067,54,1.972439,-53.884737,-1100.197067
-980.024622,42,2.434332,9.813861,-980.024622
-1095.821503,61,3.095762,-94.767635,-1095.821503
-983.314475,39,3.505316,83.235416,-983.314475
-990.237873,39,3.945903,75.030288,-990.237873
-1020.628127,54,4.640336,929.674678,-1020.628127
-1047.066939,62,5.389888,-77.76321,-1047.066939
-1067.186966,57,6.042252,-38.632602,-1067.186966
-1040.455648,51,6.556255,12.745388,-1040.455648
-1009.471033,67,7.260153,-125.422907,-1009.471033
-935.141797,42,7.690846,1069.74469,-935.141797
-981.522546,41,8.111013,85.593537,-981.522546
-1064.50843,54,8.693865,-22.644169,-1064.50843
-1036.572817,51,9.221272,5.809208,-1036.572817
-1164.578914,70,9.95515,-150.01073,-1164.578914
-1104.427856,56,10.550936,-7.51835,-1104.427856
-1096.647302,46,11.032965,124.531989,-1096.647302
-1261.011439,82,11.907336,-191.874266,-1261.011439
-1180.633196,80,12.749247,-172.816866,-1180.633196
-942.109779,38,13.138773,104.928242,-942.109779
-1107.044413,49,13.669788,32.498154,-1107.044413
-1099.737905,53,14.230042,-37.526673,-1099.737905
-1087.427711,50,14.765903,15.983803,-1087.427711
-1136.709306,63,15.438049,-70.792993,-1136.709306
-1085.476813,56,16.025591,-32.559993,-1085.476813
-972.517476,41,16.458144,42.402269,-972.517476
-1116.080035,65,17.155423,-102.777355,-1116.080035
-1041.882612,46,17.670024,1.005166,-1041.882612
-1018.402196,46,18.168046,1037.46211,-1018.402196
-1146.96007,73,19.019997,-150.882763,-1146.96007
-1087.949342,57,19.649357,-85.907125,-1087.949342
-1056.661338,48,20.183618,0.130269,-1056.661338
-1118.649286,63,20.896112,-39.933842,-1118.649286
-988.450124,44,21.41285,35.70296,-988.450124
-1112.819563,62,22.131678,925.487279,-1112.819563
-971.336499,63,22.825283,-40.459512,-971.336499
-1179.380639,77,23.668121,-168.149049,-1179.380639
-1171.243824,64,24.935266,-149.058121,-1171.243824
-1188.967692,65,25.638632,-93.062664,-1188.967692
-1051.188318,57,26.235447,-114.027019,-1051.188318
-1026.837916,70,26.940732,-165.773177,-1026.837916
-995.042374,39,27.366563,73.301849,-995.042374
-986.323275,43,27.834175,-6.395973,-986.323275
-1045.357859,44,28.330287,81.142268,-1045.357859
-973.141876,40,28.784958,67.731538,-973.141876
