#{"t_start": 1648217872.8769898, "env_id": "multicomp/SumoHumans-v0"}
r,l,t,r0,r1
-995.423387,41,2.108093,33.518978,-995.423387
-968.371785,40,2.588662,41.990616,-968.371785
-980.753882,38,3.074523,88.1887,-980.753882
-971.836196,43,3.570447,29.752006,-971.836196
-1098.494427,61,4.298821,-84.102882,-1098.494427
-996.066462,38,4.799332,89.638118,-996.066462
-1039.913524,50,5.412345,-63.617429,-1039.913524
-1085.789756,45,5.949259,13.06458,-1085.789756
-988.391416,42,6.464571,1.377846,-988.391416
-973.851516,40,6.970884,17.054041,-973.851516
-1064.855943,55,7.633941,-26.976832,-1064.855943
-1070.683019,53,8.294992,-23.015601,-1070.683019
-1026.717237,46,8.887455,98.82698,-1026.717237
-1058.024516,46,9.530143,45.431587,-1058.024516
-1032.513425,43,10.101175,56.028689,-1032.513425
-952.308063,36,10.577324,51.635237,-952.308063
-1076.482536,52,11.225007,-52.17986,-1076.482536
-1000.138207,45,11.807036,-4.489812,-1000.138207
-1029.601355,44,12.336277,124.808743,-1029.601355
-1154.339193,54,13.011696,-14.042013,-1154.339193
-1070.803469,51,13.673887,-49.763985,-1070.803469
-975.93046,42,14.188306,1028.003859,-975.93046
-1011.550191,45,14.737453,4.79919,-1011.550191
-1090.664688,56,15.493102,-61.184218,-1090.664688
-1046.366488,53,16.223807,-45.757813,-1046.366488
-1240.591469,83,17.206554,866.856025,-1240.591469
-1097.661114,53,17.855199,-114.797417,-1097.661114
-1049.42663,44,18.379455,99.519151,-1049.42663
-1104.421956,55,19.02535,104.916674,-1104.421956
-1006.18558,45,19.566785,8.024333,-1006.18558
-997.869371,44,20.09025,-5.687015,-997.869371
-1018.171621,38,20.555323,104.377423,-1018.171621
-1001.732305,40,21.024135,90.158764,-1001.732305
-1230.555774,60,21.724079,-108.871775,-1230.555774
-1140.265686,64,22.485415,-30.656155,-1140.265686
-1145.8323,59,23.237663,31.19377,-1145.8323
-926.470289,56,23.955606,971.879168,-926.470289
-1002.791202,60,24.683201,17.974336,-1002.791202
-1005.482758,47,25.276224,2.660136,-1005.482758
-1108.820845,60,26.044166,-82.523037,-1108.820845
-1236.684211,67,26.859801,-119.877624,-1236.684211
-984.583306,41,27.996665,-26.219261,-984.583306
-1057.309347,62,28.782356,-98.113199,-1057.309347
-1120.741329,57,29.531617,-74.055193,-1120.741329
-952.378183,61,30.265136,-128.568392,-952.378183
-967.364326,37,30.707211,100.924487,-967.364326
-1195.861225,67,31.563415,-104.292807,-1195.861225
-1203.529876,77,32.467494,-126.570005,-1203.529876
-1093.356647,60,33.170559,941.648801,-1093.356647
-970.2706,40,33.662997,56.996545,-970.2706
-1229.338215,77,34.596214,-172.160267,-1229.338215
-1144.236151,61,35.349992,-133.682788,-1144.236151
-1144.941405,56,36.068053,-78.878255,-1144.941405
-1094.029988,58,36.786821,972.15668,-1094.029988
-1020.191458,47,37.401731,25.605617,-1020.191458
-1090.562426,57,38.105056,-13.95945,-1090.562426
-1187.720016,62,38.908481,-175.796595,-1187.720016
-1099.909567,54,39.569748,-97.343287,-1099.909567
-985.128789,43,40.126467,116.18672,-985.128789
-1208.963567,66,40.999171,-242.870695,-1208.963567
-1017.852348,40,41.492036,112.475404,-1017.852348
-1116.931333,62,42.252059,-36.525434,-1116.931333
-1060.602472,52,42.952184,-55.403813,-1060.602472
-1109.459941,50,43.633856,-19.709554,-1109.459941
-996.174416,40,44.166345,21.417126,-996.174416
-1029.366323,49,44.755617,972.183184,-1029.366323
-1196.343444,64,45.543829,-122.326901,-1196.343444
-1043.468627,56,46.213768,9.350485,-1043.468627
-1047.523873,59,47.011761,964.41478,-1047.523873
-1061.588829,50,47.696256,-43.584927,-1061.588829
-982.968628,44,48.273544,9.261764,-982.968628
-1197.036355,65,49.080906,-139.938153,-1197.036355
-1066.249817,45,49.590461,19.062406,-1066.249817
-1088.492309,58,50.295156,-110.586018,-1088.492309
-1100.315849,48,50.860212,81.447646,-1100.315849
-1056.551714,53,51.534574,-19.815658,-1056.551714
-1068.951604,52,52.174411,-67.101094,-1068.951604
-1013.262471,52,52.797089,-15.548613,-1013.262471
-1116.095901,60,53.915411,-120.830852,-1116.095901
-959.412809,38,54.406283,48.14634,-959.412809
-1028.698077,44,54.957639,27.960865,-1028.698077
-978.18022,50,55.570408,22.919306,-978.18022
-990.587377,48,56.17015,-62.822936,-990.587377
-1135.621452,53,56.822635,-111.514079,-1135.621452
-1158.221797,62,57.609846,-92.15143,-1158.221797
-1193.356553,69,58.459454,-60.720638,-1193.356553
-1043.092907,44,59.0131,106.135108,-1043.092907
-1222.351205,65,59.7851,77.152972,-1222.351205
-1162.179768,65,60.581413,-44.966702,-1162.179768
-978.698937,43,61.173193,-20.19172,-978.698937
-1037.400319,51,61.795912,-37.049063,-1037.400319
-990.432663,42,62.311542,25.122205,-990.432663
-1028.05095,43,62.840672,122.622819,-1028.05095
-977.144004,43,63.40698,9.959909,-977.144004
-1403.910056,98,64.636939,-280.845017,-1403.910056
-1280.327764,91,65.798949,-222.039719,-1280.327764
-1103.780932,54,66.451926,-11.124055,-1103.780932
-1257.264615,89,67.594836,-243.947733,-1257.264615
-1300.613803,71,68.499098,-236.693285,-1300.613803
-1219.864079,64,69.331449,-141.35046,-1219.864079
-993.729469,43,69.895738,49.936678,-993.729469
-1109.126784,61,70.645414,919.948319,-1109.126784
-999.164347,45,71.211551,30.644975,-999.164347
-1020.68173,45,71.776948,47.588986,-1020.68173
-1383.960623,85,72.788346,-120.15771,-1383.960623
-1131.832745,54,73.472845,-43.857988,-1131.832745
-991.153205,40,73.985685,51.148465,-991.153205
-1071.817634,54,74.634459,-61.243016,-1071.817634
-1235.230722,80,75.648963,955.889264,-1235.230722
-1262.571662,84,76.730725,-200.976782,-1262.571662
-1156.983373,63,77.550574,-92.649475,-1156.983373
-1024.914176,59,78.324525,949.26876,-1024.914176
-1115.643175,64,79.172845,911.376858,-1115.643175
-1324.899668,86,80.692302,-211.305099,-1324.899668
-1170.766351,72,81.642929,893.063953,-1170.766351
-1194.163865,66,82.459726,-139.183195,-1194.163865
-1035.154583,47,83.050644,-14.798356,-1035.154583
-1078.594057,50,83.689829,68.819938,-1078.594057
-1026.478806,53,84.346316,969.728013,-1026.478806
-1137.302134,50,85.019198,-16.935291,-1137.302134
-1155.626916,60,85.732513,-67.662769,-1155.626916
-1075.387768,52,86.355947,-36.012161,-1075.387768
-1100.882835,60,87.115164,950.543242,-1100.882835
-1012.314349,43,87.636517,31.681459,-1012.314349
-977.265874,49,88.233687,99.413138,-977.265874
-1142.55876,53,88.961882,-47.71835,-1142.55876
-1066.457455,55,89.648283,961.089397,-1066.457455
-1065.010234,45,90.175437,-39.898042,-1065.010234
-1014.911994,46,90.766954,16.846969,-1014.911994
