#{"t_start": 1648334098.3075132, "env_id": "multicomp/YouShallNotPassHumans-v0"}
r,l,t,r0,r1
-1365.940034,50,2.627895,1124.104465,-1365.940034
-1412.715732,62,3.274664,1124.629713,-1412.715732
-1239.729183,41,3.700691,1104.791443,-1239.729183
-1410.953798,76,4.480182,1126.111529,-1410.953798
-1217.15414,38,4.860193,1097.603266,-1217.15414
-1515.75172,68,5.542248,1197.50915,-1515.75172
-1829.993073,85,6.366443,1133.362019,-1829.993073
-1767.823782,104,7.344525,-91.674652,-1767.823782
-1658.889779,76,8.105274,1212.026367,-1658.889779
-1509.70547,63,8.686256,1174.700938,-1509.70547
-1479.430881,67,9.361123,1140.882104,-1479.430881
-1271.08669,48,9.837793,1144.569329,-1271.08669
-1472.691702,57,10.39266,1151.121496,-1472.691702
-1363.095828,45,10.848981,1120.817732,-1363.095828
-1656.859816,75,11.617347,1214.308344,-1656.859816
-1460.268817,55,12.198492,1149.446012,-1460.268817
-1442.526567,54,12.751442,1117.148525,-1442.526567
-1515.942674,62,13.414753,1082.785326,-1515.942674
-1380.23276,54,14.029925,1063.411996,-1380.23276
-1315.954503,58,14.676093,1138.740338,-1315.954503
-1584.189728,73,15.433008,1179.587423,-1584.189728
-1174.34631,41,15.874025,1116.90624,-1174.34631
-1448.402149,63,16.522922,1179.1725,-1448.402149
-1498.984642,66,17.186816,1161.725543,-1498.984642
-1393.17019,56,17.761703,1151.526991,-1393.17019
-1831.84903,88,18.683413,1231.898006,-1831.84903
-1534.076541,70,19.367492,1194.519809,-1534.076541
-1493.12057,62,19.968956,1184.00255,-1493.12057
-1677.562049,88,20.890449,1083.40465,-1677.562049
-1290.898797,43,21.327724,1089.504476,-1290.898797
-1328.718068,60,21.919948,1175.081037,-1328.718068
-1448.676025,71,22.63927,1199.782608,-1448.676025
-1597.294323,70,24.109153,1156.661208,-1597.294323
-1498.285088,66,24.799001,1162.969659,-1498.285088
-1673.559279,79,25.58532,1217.872215,-1673.559279
-1516.811869,81,26.413995,1098.219361,-1516.811869
-1461.3205,56,26.95473,1160.588527,-1461.3205
-1228.455087,42,27.399591,1133.118585,-1228.455087
-1371.68333,47,27.8598,1128.351581,-1371.68333
-1240.448805,40,28.27495,1104.02898,-1240.448805
-1345.015457,51,28.810726,1155.351405,-1345.015457
-1689.539606,72,29.618215,1160.887345,-1689.539606
-1663.558924,74,30.453684,-86.14675,-1663.558924
-1253.212147,51,31.001868,1109.93056,-1253.212147
-1320.028409,55,31.691148,1155.293198,-1320.028409
-1732.964228,81,32.55558,1230.232348,-1732.964228
-1301.12091,55,33.127926,1157.118339,-1301.12091
-1267.401349,56,33.774175,1164.060955,-1267.401349
-1487.497196,64,34.497291,1174.349092,-1487.497196
-1414.795903,55,35.098764,1149.325127,-1414.795903
-1619.553184,76,35.913829,1130.452571,-1619.553184
-1461.187002,54,36.527212,1134.086063,-1461.187002
-1358.879898,56,37.165744,1161.710477,-1358.879898
-1570.197754,64,37.878475,1182.149314,-1570.197754
-1400.053445,53,38.477898,1141.418577,-1400.053445
-1418.426864,55,39.111308,1153.661087,-1418.426864
-1328.76189,61,39.861586,1169.511655,-1328.76189
-1487.160978,59,40.501953,1162.831601,-1487.160978
-1527.550315,73,41.311108,1039.896099,-1527.550315
-1433.685484,52,41.92749,1127.725229,-1433.685484
-1411.611217,62,42.540144,1181.63293,-1411.611217
-1803.146385,84,43.336049,1226.534586,-1803.146385
-1525.291352,65,43.988901,1114.436283,-1525.291352
-1325.385123,59,44.548576,1172.851936,-1325.385123
-1190.495094,46,44.980338,1115.702964,-1190.495094
-1262.632633,42,45.377613,1102.451603,-1262.632633
-1397.666679,52,46.304642,1114.055303,-1397.666679
-1281.514424,42,46.696078,1115.861676,-1281.514424
-1273.590643,45,47.118069,1131.542245,-1273.590643
-1512.522791,62,47.689185,1168.034117,-1512.522791
-1615.944362,78,48.430329,1170.712083,-1615.944362
-1463.797441,59,48.994247,1169.086183,-1463.797441
-1432.604441,56,49.52607,1160.860311,-1432.604441
-1450.660974,62,50.10943,1170.469655,-1450.660974
-1628.026118,70,50.760763,1090.688094,-1628.026118
-1459.01575,53,51.276597,1142.310099,-1459.01575
-1978.581452,113,52.417136,-234.40609,-1978.581452
-1224.962592,49,52.871088,1129.746841,-1224.962592
-1329.753052,51,53.340555,1153.696779,-1329.753052
-1543.861913,60,53.905467,1160.970715,-1543.861913
-1482.319081,60,54.476522,1019.199673,-1482.319081
-1546.928456,63,55.096216,1178.209378,-1546.928456
-1154.606029,33,55.412765,1091.104066,-1154.606029
-1505.294131,67,56.078744,1192.13393,-1505.294131
