#{"t_start": 1648334098.2309077, "env_id": "multicomp/YouShallNotPassHumans-v0"}
r,l,t,r0,r1
-1198.110678,46,2.666347,1129.278512,-1198.110678
-1334.986656,50,3.186888,1139.857108,-1334.986656
-1203.018332,50,3.706727,1142.143344,-1203.018332
-1694.610755,80,4.525225,1157.858548,-1694.610755
-1754.990555,95,5.481558,10.39389,-1754.990555
-1485.147227,55,6.023745,1137.097844,-1485.147227
-1487.743481,63,6.617188,1129.242065,-1487.743481
-1513.488671,63,7.206829,1167.209992,-1513.488671
-1325.509885,58,7.751044,1162.301188,-1325.509885
-1342.500321,48,8.253398,1129.875095,-1342.500321
-1674.603033,72,8.935966,1076.516403,-1674.603033
-1293.281459,49,9.425483,1132.708951,-1293.281459
-1460.559035,55,9.970924,1136.572582,-1460.559035
-1555.019837,61,10.565113,1157.718607,-1555.019837
-1489.128344,65,11.233845,1191.71573,-1489.128344
-1399.683547,58,11.844423,1145.052821,-1399.683547
-1447.472927,71,12.571828,1194.928794,-1447.472927
-1550.750292,82,13.438503,1178.351515,-1550.750292
-1358.158322,49,13.989985,1137.44157,-1358.158322
-1464.984752,59,14.663871,1170.523511,-1464.984752
-1432.676042,66,15.331907,1183.840175,-1432.676042
-1150.268352,35,15.710925,1091.512597,-1150.268352
-1298.795589,42,16.166695,1111.57492,-1298.795589
-1224.621661,37,16.536359,1095.914828,-1224.621661
-1677.701984,80,17.353581,1100.781602,-1677.701984
-1579.756287,69,18.053066,1167.595729,-1579.756287
-1457.264242,62,18.707095,1151.372086,-1457.264242
-1569.80515,66,19.357824,1146.997682,-1569.80515
-1295.889722,47,19.815541,1129.267788,-1295.889722
-1674.735448,70,20.553765,1218.414536,-1674.735448
-1360.211412,63,21.178044,1169.559704,-1360.211412
-1462.022854,64,21.825213,1165.641499,-1462.022854
-1447.390478,56,22.370074,1149.272367,-1447.390478
-1444.37324,66,23.805234,1192.781691,-1444.37324
-1320.95492,46,24.274145,1122.653759,-1320.95492
-1546.572564,71,25.019684,1138.125842,-1546.572564
-1255.760515,43,25.445652,1117.656081,-1255.760515
-1434.39645,72,26.19254,1216.267084,-1434.39645
-1441.349243,56,26.728498,1154.4517,-1441.349243
-1372.035519,49,27.216951,1131.187427,-1372.035519
-1404.457365,51,27.745902,1141.104225,-1404.457365
-1436.25476,54,28.291521,1152.257548,-1436.25476
-1450.986107,54,28.857317,1134.689323,-1450.986107
-1270.115338,43,29.30118,1097.219538,-1270.115338
-1293.13505,50,29.913964,1139.294785,-1293.13505
-1313.310139,42,30.375598,1129.283773,-1313.310139
-1558.863659,67,31.101976,1197.20749,-1558.863659
-1564.915091,70,31.946791,1168.620285,-1564.915091
-1508.68376,66,32.65379,1180.79091,-1508.68376
-1560.434615,72,33.451164,1212.002586,-1560.434615
-1586.941296,68,34.203698,1052.762641,-1586.941296
-1383.290687,58,34.84342,1146.70599,-1383.290687
-1407.315561,59,35.49332,1151.378868,-1407.315561
-1731.178397,80,36.369607,-19.675666,-1731.178397
-1499.384589,65,37.109149,1196.111203,-1499.384589
-1275.833157,47,37.630315,1129.712456,-1275.833157
-1369.935703,55,38.249526,1144.295567,-1369.935703
-1630.153737,81,39.174632,1117.111295,-1630.153737
-1564.934168,65,39.971088,1152.23167,-1564.934168
-1446.925032,60,40.625904,1162.841947,-1446.925032
-1547.338433,63,41.319837,1177.352022,-1547.338433
-1512.167157,57,41.990073,1149.555348,-1512.167157
-1186.157035,35,42.353074,1087.932583,-1186.157035
-1306.544853,51,42.835482,1144.16749,-1306.544853
-1317.104879,64,43.443133,1175.727423,-1317.104879
-1213.959268,33,43.761176,1097.080957,-1213.959268
-1144.543856,36,44.13198,1111.382785,-1144.543856
-1348.666441,49,44.593602,1133.885047,-1348.666441
-1516.093885,67,45.230911,1196.080186,-1516.093885
-1379.772218,51,46.13999,1135.842093,-1379.772218
-1747.357722,101,47.089417,885.812478,-1747.357722
-1421.078714,57,47.608114,1148.642695,-1421.078714
-1139.138017,45,48.042011,1130.018531,-1139.138017
-1233.631661,38,48.394078,1098.713498,-1233.631661
-1249.225476,59,48.963695,1164.793131,-1249.225476
-1255.714171,44,49.385276,1127.215463,-1255.714171
-1202.471181,46,49.817464,1128.643786,-1202.471181
-1649.00357,80,50.567283,1116.86202,-1649.00357
-1435.361152,61,51.153184,1137.141073,-1435.361152
-1472.652522,59,51.747598,1165.67235,-1472.652522
-1387.25226,52,52.278708,1127.38294,-1387.25226
-1631.569833,74,52.966554,1174.784562,-1631.569833
-1351.187897,51,53.436624,1140.483961,-1351.187897
-1314.896605,48,53.89036,1143.004576,-1314.896605
-1300.053382,40,54.265894,1108.7174,-1300.053382
-1418.885944,61,54.861976,1174.026374,-1418.885944
-1318.453342,47,55.320148,1136.154465,-1318.453342
-1380.642524,55,55.853462,1179.339269,-1380.642524
-1536.599563,74,56.554758,1190.256185,-1536.599563
-1592.101075,74,57.250634,1214.156907,-1592.101075
-1512.320112,63,57.82897,1170.674609,-1512.320112
-1403.259066,50,58.299005,1143.466976,-1403.259066
-1334.451861,52,58.80231,1135.310709,-1334.451861
-1431.266303,54,59.309736,1163.500235,-1431.266303
-1647.810096,82,60.075793,1056.691798,-1647.810096
-1250.716541,43,60.489621,1118.406619,-1250.716541
-1503.156732,61,61.05692,1149.948603,-1503.156732
-2149.34804,121,62.219576,-452.153728,-2149.34804
-1631.34861,75,62.950601,1097.199969,-1631.34861
-1277.691712,47,63.379119,1142.414771,-1277.691712
-1575.713724,67,63.991745,1199.698247,-1575.713724
-1395.635798,52,64.479506,1144.971565,-1395.635798
-1612.998567,69,65.125422,1193.575161,-1612.998567
-1580.87851,68,66.169502,1184.263586,-1580.87851
-1364.362905,46,66.618103,1139.627954,-1364.362905
-1693.690047,73,67.305104,1205.135881,-1693.690047
-1333.857923,48,67.767076,1135.565594,-1333.857923
-1583.105233,72,68.441773,1187.274984,-1583.105233
-1156.507661,36,68.80028,1095.876941,-1156.507661
-1290.232824,45,69.217768,1131.419664,-1290.232824
-1493.998734,63,69.796534,1179.311134,-1493.998734
-1314.007542,64,70.386224,1192.687488,-1314.007542
-1532.430889,68,71.021194,1197.559893,-1532.430889
-1384.941809,50,71.496718,1134.53762,-1384.941809
-1257.011053,54,72.049446,1148.855146,-1257.011053
-1449.329457,59,72.594718,1161.210391,-1449.329457
-1213.292872,47,73.037571,1146.96127,-1213.292872
-1236.648302,40,73.409748,1107.642166,-1236.648302
-1382.517894,51,73.881886,1154.334478,-1382.517894
-1264.560885,39,74.25573,1095.514025,-1264.560885
-1471.360477,56,74.784686,1166.447988,-1471.360477
-1428.872664,59,75.330366,1149.577871,-1428.872664
-1277.813808,42,75.733452,1116.547393,-1277.813808
-1281.11615,45,76.167873,1117.858196,-1281.11615
-1424.270377,48,76.656023,1122.0656,-1424.270377
-1421.718331,58,77.216098,1161.623043,-1421.718331
-1279.640783,56,77.768174,1159.00142,-1279.640783
-1229.392505,37,78.114776,1106.308308,-1229.392505
-1462.480929,62,78.698278,1168.015415,-1462.480929
-1456.487452,57,79.217206,1162.531962,-1456.487452
-1477.71061,83,79.992819,1204.220451,-1477.71061
-1286.02465,51,80.468118,1136.04769,-1286.02465
-1783.824962,88,81.331073,-203.493623,-1783.824962
-1320.847817,43,81.731445,1113.655304,-1320.847817
-1857.542856,95,82.665703,-11.665545,-1857.542856
-1495.185233,56,83.229417,1152.103455,-1495.185233
-1406.748047,57,83.760828,1150.981823,-1406.748047
-1582.002579,70,84.407148,968.313757,-1582.002579
-1371.492502,51,84.885222,1149.329497,-1371.492502
-1541.515375,62,85.877654,1151.075304,-1541.515375
-1590.115563,64,86.483703,1178.579064,-1590.115563
-1817.538265,93,87.385248,957.85351,-1817.538265
-1499.45863,59,87.946268,1141.581502,-1499.45863
-1319.628042,49,88.429318,1149.259274,-1319.628042
-1203.118522,42,88.829932,1125.254307,-1203.118522
-1450.311921,58,89.372951,1167.034605,-1450.311921
-1324.54532,44,89.797904,1122.359499,-1324.54532
-1404.522112,57,90.346151,1157.713987,-1404.522112
-1675.672042,75,91.047377,1223.205068,-1675.672042
-1735.549248,81,91.868061,1087.547142,-1735.549248
