#{"t_start": 1648326754.720556, "env_id": "multicomp/SumoAnts-v0"}
r,l,t,r0,r1
123.577083,447,4.772758,2642.024925,123.577083
-234.47007,289,7.140273,2078.261653,-234.47007
-354.817713,316,9.911942,2054.069958,-354.817713
-690.925033,83,10.57807,1357.653736,-690.925033
-594.375793,130,11.600213,1479.090621,-594.375793
-565.851662,157,12.891016,630.861503,-565.851662
-24.084913,325,15.564046,2208.560006,-24.084913
-678.584331,107,16.39664,1410.994856,-678.584331
-566.061751,182,17.882589,770.707192,-566.061751
-534.067486,270,20.587276,2026.197471,-534.067486
-574.41259,141,21.928948,615.173984,-574.41259
-805.515091,162,23.26357,421.226472,-805.515091
-659.373593,114,24.261575,1473.800477,-659.373593
-349.931597,291,26.76897,2073.829553,-349.931597
63.002641,317,29.356982,1154.741795,63.002641
-416.210274,201,30.976471,1684.278645,-416.210274
-454.828941,253,33.011685,960.330124,-454.828941
71.185361,303,35.422302,2106.657672,71.185361
-527.352013,234,37.486151,1013.320768,-527.352013
-541.53291,137,38.544801,1564.832516,-541.53291
-745.763332,163,39.779128,722.941534,-745.763332
-831.410375,64,40.279175,246.213661,-831.410375
-644.064959,162,41.61645,610.504213,-644.064959
-607.720888,219,43.297887,825.001132,-607.720888
261.618145,321,45.917146,2167.755375,261.618145
-354.365007,337,48.526626,1247.173279,-354.365007
-543.076318,137,49.601632,528.169162,-543.076318
-300.629052,429,53.349224,1341.229723,-300.629052
-375.215687,151,54.545278,1581.452343,-375.215687
41.526033,500,58.564517,636.206184,41.526033
-690.898901,153,59.787415,432.148112,-690.898901
1827.631988,417,63.063198,483.797962,1827.631988
159.677342,500,67.147189,177.543075,159.677342
-466.401439,269,69.634694,1939.258917,-466.401439
-248.901428,245,71.558368,1869.085278,-248.901428
-478.271265,168,72.866781,652.627831,-478.271265
-734.850588,99,73.733097,240.586707,-734.850588
-774.899475,107,74.824209,448.742481,-774.899475
-660.140458,118,75.782966,1432.065031,-660.140458
-695.033294,125,76.738298,495.591603,-695.033294
-411.127723,264,78.855626,949.051774,-411.127723
-842.77424,78,79.446961,296.587429,-842.77424
248.59386,69,79.992877,-825.097017,248.59386
-19.960507,313,82.44338,2234.933866,-19.960507
-585.693557,113,83.339947,1416.04764,-585.693557
-524.67507,205,85.007649,837.253302,-524.67507
-645.284204,126,86.277593,465.740713,-645.284204
-685.021127,126,87.35987,1490.350394,-685.021127
-780.658107,110,88.212305,462.072313,-780.658107
-393.740024,210,89.808705,1909.908392,-393.740024
-774.214883,100,90.604678,376.344816,-774.214883
-410.360273,219,92.678866,1933.850567,-410.360273
-294.604326,279,95.063731,1957.363549,-294.604326
-113.806423,306,97.687993,2183.658022,-113.806423
-614.346115,145,98.83921,611.929814,-614.346115
-717.278463,99,99.607869,376.59214,-717.278463
-736.067637,136,100.723315,446.39525,-736.067637
344.214721,500,105.854569,929.581258,344.214721
-285.787872,273,108.767878,2010.700881,-285.787872
-592.950636,166,110.33435,1672.273228,-592.950636
-449.693137,257,112.632301,1995.868008,-449.693137
-681.83153,164,114.098352,508.079699,-681.83153
-414.204686,177,116.091616,1711.394066,-414.204686
-677.430776,118,117.239562,353.011537,-677.430776
-699.958391,100,118.196801,1371.294683,-699.958391
-240.899756,249,120.477288,2032.278583,-240.899756
-720.598128,146,121.710458,459.052215,-720.598128
-349.264707,244,124.106545,1922.127129,-349.264707
-229.727985,288,126.940784,2136.851369,-229.727985
-844.309973,86,127.800902,387.500792,-844.309973
-398.20503,205,129.824635,1856.182744,-398.20503
-703.462988,109,131.114945,405.258612,-703.462988
-418.03834,223,133.124635,867.929203,-418.03834
-358.049751,224,135.012442,1782.849245,-358.049751
-495.442932,182,136.512491,1738.542953,-495.442932
-753.315036,147,137.692011,389.950477,-753.315036
92.897318,324,140.39363,2250.078151,92.897318
-558.209019,160,141.679459,658.367804,-558.209019
-406.83641,177,143.461823,1753.293791,-406.83641
244.833379,446,147.065786,2612.223318,244.833379
-677.795341,110,147.978351,424.235753,-677.795341
38.400539,446,151.503069,2280.497536,38.400539
-520.996124,219,153.272721,670.148571,-520.996124
-363.432708,219,155.00866,1890.562893,-363.432708
-475.350423,167,156.35726,1726.88819,-475.350423
311.483825,500,161.119602,882.16977,311.483825
-459.463548,174,162.707545,707.148382,-459.463548
-645.011896,118,163.744583,516.023329,-645.011896
-486.455542,182,165.28269,1700.213941,-486.455542
-662.022672,101,166.233897,1415.409736,-662.022672
-353.399634,216,168.013268,1890.128865,-353.399634
-379.068782,199,169.726214,1841.968268,-379.068782
-562.296866,212,171.490428,1700.88943,-562.296866
-633.717606,185,172.970872,1689.942922,-633.717606
-605.018955,231,174.809945,779.574277,-605.018955
-98.872202,343,177.966932,2313.085372,-98.872202
-381.532518,208,179.99489,1790.782444,-381.532518
-684.012276,130,181.120364,1453.337064,-684.012276
-230.821801,279,183.700598,1927.307981,-230.821801
-850.172904,99,184.717045,288.674581,-850.172904
-173.269728,400,189.578516,1194.10323,-173.269728
-757.716362,82,190.487112,288.259259,-757.716362
77.965463,395,194.316667,2185.563889,77.965463
-802.373331,104,195.318538,327.594339,-802.373331
-318.65712,214,197.809084,1719.674684,-318.65712
-444.583564,217,199.983208,1804.012754,-444.583564
-40.475273,347,203.429481,2091.677414,-40.475273
397.240528,387,207.291083,2244.347441,397.240528
-538.526072,231,209.491117,1874.993986,-538.526072
-451.728233,181,211.309591,1675.92409,-451.728233
-518.978527,135,212.639449,1532.355068,-518.978527
-479.683249,191,214.415317,776.699226,-479.683249
-136.15886,351,218.033156,2486.011654,-136.15886
-265.00527,219,219.950413,1893.541862,-265.00527
-638.188018,161,221.382396,1603.748673,-638.188018
-331.221484,260,223.733968,718.724514,-331.221484
-345.033534,298,226.522834,2090.069652,-345.033534
-393.575466,188,228.457475,1734.689516,-393.575466
486.65879,500,234.043024,538.863421,486.65879
301.032472,394,238.705668,2413.588053,301.032472
-570.071585,150,241.16948,1596.499473,-570.071585
-638.635111,164,243.24709,637.37832,-638.635111
-113.139954,240,246.114822,1867.905171,-113.139954
-550.00633,218,248.408705,684.101332,-550.00633
-690.421215,159,250.170478,592.654593,-690.421215
266.308989,500,255.243953,475.973472,266.308989
-442.607573,168,256.908748,1695.581479,-442.607573
-590.618552,234,259.284044,850.326685,-590.618552
-798.983594,119,260.460616,386.280306,-798.983594
-452.749252,230,262.937036,1807.862687,-452.749252
-470.634489,140,264.268314,1541.262022,-470.634489
-775.369021,111,265.368228,381.881663,-775.369021
-844.755998,130,266.629343,304.810139,-844.755998
-356.393006,266,269.195257,1027.506876,-356.393006
-295.22916,201,271.61473,1817.371927,-295.22916
-648.023401,133,273.20035,581.967664,-648.023401
-662.699742,92,274.290614,1388.89352,-662.699742
-204.617469,458,279.537374,1718.207826,-204.617469
883.086127,500,285.142719,646.773973,883.086127
-666.071172,88,286.096874,1399.184593,-666.071172
-596.149218,172,287.967423,1632.218839,-596.149218
-143.695717,316,291.462504,1954.033717,-143.695717
-774.849317,75,292.260629,1292.671587,-774.849317
-211.23322,400,296.74484,2108.456456,-211.23322
1235.478783,68,297.474463,-693.296669,1235.478783
-430.234073,375,301.528895,1335.653052,-430.234073
-661.55863,107,302.667524,1394.361663,-661.55863
