#{"t_start": 1647966540.9849365, "env_id": "multicomp/SumoHumans-v0"}
r,l,t,r0,r1
-1029.897538,46,1.844499,4.98113,-1029.897538
-1058.954664,47,2.346596,22.610853,-1058.954664
-970.11872,43,2.803433,41.267901,-970.11872
-961.543549,65,3.478663,-110.214177,-961.543549
-1219.003221,84,4.350674,802.32071,-1219.003221
-1104.524054,50,4.873584,-48.833735,-1104.524054
-1045.247492,51,5.410058,-21.941128,-1045.247492
-1103.715112,54,5.979985,-36.881887,-1103.715112
-964.571661,38,6.373074,16.374946,-964.571661
-1015.863335,44,6.838849,3.731132,-1015.863335
-1065.712125,47,7.313658,-0.767185,-1065.712125
-1186.575628,59,7.937289,42.73957,-1186.575628
-999.930983,44,8.3968,-5.855477,-999.930983
-1302.99681,79,9.224087,-216.637062,-1302.99681
-1010.087627,49,9.73277,-38.423012,-1010.087627
-1025.438827,53,10.298074,19.061087,-1025.438827
-1052.521398,57,10.944739,939.651196,-1052.521398
-1111.525296,65,11.591275,-70.65374,-1111.525296
-985.87735,49,12.105535,953.122225,-985.87735
-1155.629073,60,12.725754,-99.290231,-1155.629073
-987.048663,41,13.151035,8.288316,-987.048663
-1110.810333,55,13.722952,-65.825612,-1110.810333
-1059.989231,53,14.33217,-25.074638,-1059.989231
-1083.143674,54,14.955249,-37.265549,-1083.143674
-993.622279,48,15.512893,-41.992764,-993.622279
-1168.539429,63,16.15684,-141.399273,-1168.539429
-974.879944,36,16.576378,58.478692,-974.879944
-1089.931006,65,17.240955,-148.772384,-1089.931006
-946.297653,36,17.699392,62.672839,-946.297653
-991.227955,40,18.134692,33.353269,-991.227955
-1267.293787,84,19.088072,749.953518,-1267.293787
-947.565172,42,19.539163,21.426291,-947.565172
-1089.044156,47,20.030226,46.130694,-1089.044156
-988.75514,40,20.43591,-4.815865,-988.75514
-1088.211455,48,20.951225,54.843381,-1088.211455
-1155.893258,64,21.634614,-141.46417,-1155.893258
-1098.143437,58,22.302243,-85.977508,-1098.143437
-1208.243366,70,23.047741,821.850446,-1208.243366
-1013.724318,50,24.160647,-32.622111,-1013.724318
-1186.096706,59,24.796875,-132.362213,-1186.096706
-1098.515776,56,25.397186,-79.359969,-1098.515776
-1319.457197,84,26.300445,-174.41765,-1319.457197
-1006.074563,50,26.960745,-83.715679,-1006.074563
-1059.20803,51,27.57309,-60.508278,-1059.20803
-1270.066046,87,28.522314,-279.03769,-1270.066046
-1337.791733,91,29.512079,-308.880959,-1337.791733
-957.54289,51,30.070214,-39.159131,-957.54289
-1000.689003,44,30.561175,1055.103766,-1000.689003
-1073.682866,53,31.143912,-80.303494,-1073.682866
-1056.469723,60,31.780808,-96.412815,-1056.469723
-1077.998496,49,32.282941,-18.904875,-1077.998496
-1001.710598,42,32.744416,-19.81477,-1001.710598
-1016.30456,54,33.301384,-56.198798,-1016.30456
-1034.107913,44,33.79016,-7.069986,-1034.107913
-1110.32078,57,34.434801,-50.480497,-1110.32078
-1224.514087,76,35.244622,-160.591839,-1224.514087
-1152.128628,67,35.944682,-110.600908,-1152.128628
-1011.439001,41,36.355185,21.879084,-1011.439001
-1049.343036,57,36.961727,943.95828,-1049.343036
-1014.767038,42,37.40807,-21.173593,-1014.767038
-1168.504972,72,38.190525,-139.933698,-1168.504972
-1015.870805,44,38.645519,47.637652,-1015.870805
-1107.892323,58,39.243121,-82.45875,-1107.892323
-1002.930694,50,39.758497,-35.28432,-1002.930694
-1169.499195,60,40.410231,-43.797788,-1169.499195
-1254.169243,76,41.174821,-288.849673,-1254.169243
-1076.855343,58,41.789666,-81.944582,-1076.855343
-978.476704,44,42.265696,1.94961,-978.476704
-1002.244194,41,42.706501,-22.160332,-1002.244194
-1078.899585,60,43.318425,-117.929425,-1078.899585
-983.624864,39,43.754744,54.103681,-983.624864
-980.666202,38,44.187228,81.22278,-980.666202
-1068.571781,55,44.773945,946.607851,-1068.571781
-1027.99716,38,45.17201,32.840081,-1027.99716
-947.488361,40,45.593215,50.818095,-947.488361
-1019.659328,45,46.485595,5.221953,-1019.659328
-1080.779437,59,47.156155,78.512973,-1080.779437
-1108.247286,56,47.75973,6.832768,-1108.247286
-1244.489284,74,48.54032,-127.589416,-1244.489284
-1324.708259,77,49.382503,-144.670281,-1324.708259
-1019.440152,50,49.923521,-25.007615,-1019.440152
-1092.993327,58,50.571028,931.590106,-1092.993327
-979.539666,42,51.050688,39.928091,-979.539666
-1042.567306,44,51.547636,-18.372668,-1042.567306
-1008.105831,40,51.954714,-2.488926,-1008.105831
-1091.778116,55,52.56882,-84.974784,-1091.778116
-1024.672679,48,53.110626,-21.860838,-1024.672679
-1015.987438,43,53.581295,-30.524102,-1015.987438
-1196.647001,82,54.492221,-136.167496,-1196.647001
-1024.5629,45,54.966569,-63.083759,-1024.5629
-980.146761,40,55.38061,28.676652,-980.146761
-1074.65544,52,55.930378,-53.70404,-1074.65544
-1186.306876,70,56.66515,-32.451514,-1186.306876
-1343.94743,95,57.674642,-258.106222,-1343.94743
-1024.760698,42,58.098053,80.955193,-1024.760698
-1108.097838,60,58.770593,-97.705666,-1108.097838
-1077.975593,52,59.331762,-48.271013,-1077.975593
-1085.87052,59,60.002187,-111.183908,-1085.87052
-992.808073,52,60.587394,-46.148106,-992.808073
-981.754091,46,61.069668,-51.114925,-981.754091
-1141.740464,57,61.676667,-114.19391,-1141.740464
-1075.923458,68,62.410987,-147.072605,-1075.923458
-1008.938228,46,62.916981,-12.33531,-1008.938228
-1015.781641,40,63.351823,64.665639,-1015.781641
-987.567383,42,63.799084,26.519697,-987.567383
-1028.340728,47,64.280553,-23.5523,-1028.340728
-1028.878665,45,64.767184,-38.783494,-1028.878665
-1087.657539,51,65.311903,-41.39001,-1087.657539
-1086.114567,59,65.937,-47.390321,-1086.114567
-1246.516169,72,66.713485,-184.8724,-1246.516169
-1052.61828,54,67.310146,-38.042666,-1052.61828
-1117.790201,56,67.920366,-15.010057,-1117.790201
-1071.60878,53,68.500685,-80.599383,-1071.60878
-1230.677865,83,69.763107,774.952426,-1230.677865
-1177.263194,70,70.524335,-143.391982,-1177.263194
-1071.277371,47,71.020061,92.270899,-1071.277371
-1078.234772,54,71.628867,-62.153532,-1078.234772
-993.25577,42,72.101596,89.920167,-993.25577
-1313.971978,91,73.130225,-360.283243,-1313.971978
-1021.594948,44,73.612689,26.860888,-1021.594948
-977.516399,36,74.057199,66.720435,-977.516399
-1023.290665,51,74.624418,-30.873828,-1023.290665
-1190.686146,68,75.512584,-141.749939,-1190.686146
-1051.061715,53,76.154088,-44.877372,-1051.061715
-933.298591,56,76.954438,-15.186143,-933.298591
-1068.174526,51,77.60967,-58.633459,-1068.174526
-1010.063535,48,78.130524,-16.097131,-1010.063535
-976.61314,41,78.613342,-1.930657,-976.61314
-1052.885675,48,79.196098,-8.926162,-1052.885675
-1076.718243,58,79.874289,-65.798953,-1076.718243
-1008.945082,43,80.362717,-44.673013,-1008.945082
-1081.078974,47,80.913048,-27.241666,-1081.078974
-1033.09084,47,81.454459,8.451665,-1033.09084
-1075.425902,50,82.030983,-83.018253,-1075.425902
-1226.38591,65,82.764995,-126.374343,-1226.38591
-1226.342551,77,83.661756,-202.708082,-1226.342551
-1025.542106,45,84.2157,-38.339995,-1025.542106
-1021.321835,47,84.824804,155.955569,-1021.321835
-993.181373,39,85.327072,30.770319,-993.181373
-996.915818,55,85.991682,-66.187257,-996.915818
-1125.481294,68,86.762702,882.575205,-1125.481294
-944.655226,35,87.180271,66.396419,-944.655226
-1024.7837,41,87.698381,47.060597,-1024.7837
-1095.402661,65,88.599893,-92.604258,-1095.402661
