#{"t_start": 1648164413.0358489, "env_id": "multicomp/YouShallNotPassHumans-v0"}
r,l,t,r0,r1
-1714.161205,156,2.337061,-1714.161205,1381.38654
-1639.205073,145,3.490486,-1639.205073,1402.83311
-1789.1123,176,4.90291,-1789.1123,1347.554703
-1716.97199,165,6.240291,-1716.97199,1380.068587
-1636.343279,159,7.48353,-1636.343279,1356.582674
-1543.609912,142,8.582879,-1543.609912,1300.142915
-1592.085885,138,9.66072,-1592.085885,1387.890272
-1669.479372,174,11.012648,-1669.479372,1392.941697
-1643.540204,159,12.317478,-1643.540204,1365.103838
-1741.177455,168,13.803044,-1741.177455,1342.150522
-1740.124232,161,15.098151,-1740.124232,1367.958345
-1751.976557,169,16.441633,-1751.976557,1362.62116
-1647.895376,152,18.22006,-1647.895376,1424.107322
-1488.808331,155,19.540356,-1488.808331,1376.290851
-1735.871037,165,20.826725,-1735.871037,1378.63374
-1685.984639,159,22.063094,-1685.984639,1406.34984
-1676.810107,158,23.377843,-1676.810107,1413.626812
-1722.145648,156,24.686616,-1722.145648,1392.323328
-1699.44217,156,25.926756,-1699.44217,1386.683012
-1610.822252,141,27.019275,-1610.822252,1409.570775
-1699.228897,162,28.296606,-1699.228897,1362.916968
-1661.767781,151,29.534008,-1661.767781,1397.712301
-1607.336062,153,30.837169,-1607.336062,1378.923831
-1718.04862,160,32.113196,-1718.04862,1358.534084
-1618.227907,143,33.226202,-1618.227907,1392.818975
-1610.285568,157,34.465043,-1610.285568,1404.858373
-1655.156719,158,36.077203,-1655.156719,1362.959523
-1632.379608,144,37.241024,-1632.379608,1407.037161
-1657.734546,149,38.42417,-1657.734546,1396.932817
-1714.525459,162,39.866556,-1714.525459,1391.405338
-1718.618034,166,41.313373,-1718.618034,1363.081908
-1711.378665,175,42.750206,-1711.378665,1367.368522
-1510.543749,154,44.170858,-1510.543749,1412.065548
-1625.057273,167,45.607786,-1625.057273,1366.802988
-1587.235558,143,46.845546,-1587.235558,1358.087622
-1635.241594,168,48.241135,-1635.241594,1356.251168
-1715.701741,163,49.582979,-1715.701741,1370.455867
-1357.752273,138,50.678727,-1357.752273,1404.829899
