#{"t_start": 1648164413.0108073, "env_id": "multicomp/YouShallNotPassHumans-v0"}
r,l,t,r0,r1
-1745.561037,170,2.467578,-1745.561037,1388.858397
-1784.89327,171,3.844895,-1784.89327,1375.684149
-1783.891274,166,5.163636,-1783.891274,1352.166819
-1662.660912,158,6.431268,-1662.660912,1392.48187
-1641.5843,152,7.635642,-1641.5843,1411.55963
-1791.881102,176,9.005418,-1791.881102,1380.745632
-1748.391132,166,10.28259,-1748.391132,1355.550787
-1544.652131,150,11.477517,-1544.652131,1392.006034
-1806.815335,171,12.955195,-1806.815335,1350.328427
-1558.089688,155,14.262893,-1558.089688,1376.993295
-1780.178818,177,15.659482,-1780.178818,1367.604003
-1572.214842,146,16.81643,-1572.214842,1397.214833
-1348.698064,141,18.585031,-1348.698064,1393.360166
-1743.63836,165,19.913463,-1743.63836,1373.661289
-1729.576892,167,21.209194,-1729.576892,1372.96723
-1707.536911,156,22.455082,-1707.536911,1380.972819
-1710.43305,166,23.850846,-1710.43305,1389.434305
-1649.6281,172,25.269183,-1649.6281,1358.198938
-1685.018559,158,26.496244,-1685.018559,1373.920269
-1829.290304,176,27.880462,-1829.290304,1352.59272
-1621.203365,141,29.0158,-1621.203365,1400.229858
-1757.383149,166,30.423946,-1757.383149,1343.573892
-1682.01378,157,31.682119,-1682.01378,1394.823534
-1458.111204,157,32.91377,-1458.111204,1165.980438
-1713.614952,163,34.191923,-1713.614952,1375.255028
-1670.233398,159,35.814333,-1670.233398,1404.64356
-1668.313518,154,37.061878,-1668.313518,1388.052892
-1755.568735,170,38.407764,-1755.568735,1360.515539
-1741.260999,163,39.854935,-1741.260999,1386.241502
-1706.787203,165,41.295043,-1706.787203,1372.256472
-1489.506588,161,42.620759,-1489.506588,1395.762849
-1638.32556,148,43.974486,-1638.32556,1407.038717
-1616.054694,153,45.292173,-1616.054694,1373.321555
-1668.078574,151,46.611077,-1668.078574,1389.19153
-1712.503248,162,47.962724,-1712.503248,1366.976722
-1679.993376,172,49.385404,-1679.993376,1365.095772
-1666.749343,156,50.621986,-1666.749343,1396.532373
-1724.725596,163,51.924248,-1724.725596,1368.807591
-1686.192386,153,53.597007,-1686.192386,1391.942747
-1611.516513,140,54.741412,-1611.516513,1396.318376
-1799.987864,178,56.218313,-1799.987864,1362.998382
-1683.490187,154,57.475696,-1683.490187,1383.125077
-1570.395327,151,58.696526,-1570.395327,1401.408814
-1750.296332,169,60.087207,-1750.296332,1359.921808
-1667.231154,150,61.310382,-1667.231154,1375.546122
-1596.588203,157,62.576913,-1596.588203,1378.981448
-1603.792134,154,63.811362,-1603.792134,1397.753764
-1516.331242,144,65.012692,-1516.331242,1410.134337
-1687.900196,167,66.359778,-1687.900196,1347.520151
-1805.366705,174,67.722347,-1805.366705,1347.464415
-1534.997943,145,68.934355,-1534.997943,1376.951163
-1719.02301,165,70.692475,-1719.02301,1373.331014
-1755.559858,169,72.080885,-1755.559858,1368.840905
-1777.252638,179,73.53747,-1777.252638,1362.623026
-1632.951366,157,74.786114,-1632.951366,1403.64347
-1699.068778,156,76.089406,-1699.068778,1359.622203
-1661.864876,153,77.365791,-1661.864876,1366.99145
-1707.250641,163,78.683218,-1707.250641,1368.81445
-1696.106445,152,79.906142,-1696.106445,1373.593289
-1736.127133,164,81.243534,-1736.127133,1380.118806
-1609.264557,146,82.413916,-1609.264557,1383.007426
-1605.281151,149,83.595865,-1605.281151,1388.82926
-1636.150266,158,84.845922,-1636.150266,1381.631829
-1672.425801,151,86.051715,-1672.425801,1399.163842
-1904.230786,219,88.422782,-1904.230786,1307.186663
-1650.779719,161,89.738626,-1650.779719,1385.868131
-1634.563769,152,91.046609,-1634.563769,1375.357134
-1597.287533,146,92.438793,-1597.287533,1419.25068
-1732.038398,193,94.188919,-1732.038398,1310.960988
-691.299678,162,95.595673,-691.299678,-1190.849018
-1712.240938,166,96.953358,-1712.240938,1387.78993
-1709.549672,154,98.203958,-1709.549672,1384.506289
-1719.043732,166,99.595404,-1719.043732,1379.522477
-1728.385822,165,100.972359,-1728.385822,1377.090321
-1605.022012,139,102.158293,-1605.022012,1398.453151
-1603.767296,137,103.369539,-1603.767296,1401.531729
-1632.187106,140,105.075372,-1632.187106,1400.255196
-1731.480416,168,106.614718,-1731.480416,1333.328899
-1682.915102,154,107.959701,-1682.915102,1377.035884
-1743.720952,173,109.529466,-1743.720952,1363.338149
-1729.694426,164,110.928797,-1729.694426,1382.470885
-1741.335013,164,112.56961,-1741.335013,1400.275361
-1757.535113,171,114.335728,-1757.535113,1344.389121
-1712.690066,158,115.903232,-1712.690066,1222.778156
-1545.895924,140,117.275838,-1545.895924,1366.854305
-468.564627,148,118.75052,-468.564627,-1332.854658
-1742.422311,157,120.429186,-1742.422311,1379.165983
-1647.790561,148,121.923851,-1647.790561,1380.459094
-1769.242162,169,123.437824,-1769.242162,1378.558281
-1743.505991,160,125.32958,-1743.505991,1353.073873
-1691.612853,154,126.72894,-1691.612853,1378.816829
-1712.395832,164,128.1949,-1712.395832,1410.963705
-1693.597227,173,129.733315,-1693.597227,1347.893029
-1647.864855,153,131.069871,-1647.864855,1407.94653
-1641.858657,143,132.244653,-1641.858657,1419.12549
-1772.24603,177,133.716231,-1772.24603,1337.204387
-1717.809239,159,135.06488,-1717.809239,1361.012439
-1657.371131,157,136.375846,-1657.371131,1388.881664
-1489.724785,144,137.56488,-1489.724785,1387.522762
-1615.487644,166,138.987579,-1615.487644,1368.244331
-1550.339146,160,140.313685,-1550.339146,1407.52042
-1761.40452,169,141.771234,-1761.40452,1372.159455
