#{"t_start": 1648505164.814044, "env_id": "multicomp/KickAndDefend-v0"}
r,l,t,r0,r1
-1839.378687,102,3.410649,-1839.378687,707.317989
-1941.124103,116,5.138775,-1941.124103,864.068656
-1648.656931,99,6.663728,-1648.656931,666.073567
-1963.918281,163,9.219187,-1963.918281,389.313318
-2095.19523,137,11.257314,-2095.19523,1211.064589
-1907.353003,129,13.209127,-1907.353003,615.210321
-2237.93795,148,15.507769,-2237.93795,1083.351755
-2120.226389,155,17.885002,-2120.226389,355.394802
-1887.963773,131,19.870259,-1887.963773,923.829919
-4004.594996,354,25.289234,-4004.594996,1208.650405
-2072.636837,158,27.670413,-2072.636837,565.112894
-5861.783173,500,36.089806,-5861.783173,-746.489915
-1833.201471,127,38.025264,-1833.201471,714.771758
-2435.942464,269,42.104605,-2435.942464,-141.345063
-1927.199697,108,43.808719,-1927.199697,749.89323
-2376.63885,200,46.87653,-2376.63885,1555.138535
-1926.245053,169,49.439113,-1926.245053,869.283188
-1620.225742,116,51.180438,-1620.225742,970.22914
-2359.525795,178,53.867441,-2359.525795,1065.691428
-1478.773462,82,55.135538,-1478.773462,1074.099819
-2355.683408,214,58.340638,-2355.683408,414.462422
-1569.618987,110,60.037621,-1569.618987,692.105514
-2113.961528,174,62.76543,-2113.961528,494.511659
-2339.815393,231,66.657887,-2339.815393,69.876794
-1687.768523,91,68.029697,-1687.768523,1185.182235
-1926.399564,133,70.080425,-1926.399564,1133.285864
-2271.896026,143,72.237808,-2271.896026,770.157135
-3296.315513,205,75.304708,-3296.315513,843.013458
-2081.135795,131,77.2245,-2081.135795,653.7791
-2278.893985,143,79.377426,-2278.893985,426.229275
-1664.090593,111,81.065714,-1664.090593,809.89182
-1603.269695,129,82.979638,-1603.269695,575.512952
-1735.067076,121,84.761694,-1735.067076,708.194554
-2116.49985,128,86.675328,-2116.49985,494.130483
-1862.436341,140,88.759242,-1862.436341,555.324865
-1447.115067,80,89.949371,-1447.115067,937.835582
-1902.367887,144,92.086153,-1902.367887,1125.007182
-1659.748416,114,93.834462,-1659.748416,676.428123
-1992.930207,159,96.171828,-1992.930207,362.44483
-1723.375323,106,98.214337,-1723.375323,842.00734
-2887.531169,262,102.10107,-2887.531169,414.843282
-2298.677212,163,104.477929,-2298.677212,331.305693
-2316.35609,132,106.461855,-2316.35609,534.660055
-6683.079113,478,113.457531,-6683.079113,53.339401
-1249.801755,63,114.396737,-1249.801755,915.506419
-1864.933261,134,116.451185,-1864.933261,692.631162
-6511.643308,500,124.002634,-6511.643308,3610.746456
-3062.164692,240,128.234137,-3062.164692,1008.899544
-1381.150281,85,129.706099,-1381.150281,847.476008
-2398.382247,162,132.938224,-2398.382247,953.721148
-1990.005723,192,136.077019,-1990.005723,397.877982
-2009.266159,190,139.231631,-2009.266159,279.42015
-1982.936071,167,141.857971,-1982.936071,663.539567
-4151.576411,378,147.543728,-4151.576411,-570.337851
-2621.514358,198,150.438267,-2621.514358,171.512239
-2214.103892,169,152.935402,-2214.103892,678.979612
-1325.90523,145,155.104416,-1325.90523,-1442.27007
-1702.729947,154,157.450661,-1702.729947,495.695118
-2024.943227,166,160.041085,-2024.943227,570.618497
-3884.400687,382,166.437458,-3884.400687,1029.217664
-2220.746481,162,168.824549,-2220.746481,528.031627
-2151.880924,201,171.708833,-2151.880924,642.922891
-2058.264122,138,173.92983,-2058.264122,616.646993
-6170.193668,500,181.408073,-6170.193668,2339.048548
-1731.163379,129,183.385161,-1731.163379,665.162399
-2293.352409,211,186.544335,-2293.352409,975.425391
-2112.412245,194,189.547395,-2112.412245,154.874605
-1952.923815,124,191.416503,-1952.923815,853.221596
-1978.191123,136,193.860622,-1978.191123,615.500337
-2587.180974,231,197.291219,-2587.180974,88.706866
-2587.891456,169,199.765499,-2587.891456,726.55594
-3912.189538,318,204.506114,-3912.189538,348.141452
-2438.667769,138,206.51545,-2438.667769,731.274591
-2008.033343,168,208.974282,-2008.033343,463.908992
-2776.451993,201,211.933306,-2776.451993,354.301207
-2576.536264,172,214.487247,-2576.536264,508.644888
-1332.631279,67,215.488354,-1332.631279,829.767109
-3646.710347,270,219.554276,-3646.710347,24.830195
-1973.250073,161,222.103843,-1973.250073,895.709889
-3811.035797,484,229.895963,-3811.035797,-689.635439
-2275.528599,153,232.269566,-2275.528599,1014.324372
-2012.190994,108,233.869502,-2012.190994,857.371996
