#{"t_start": 1648421329.8918269, "env_id": "multicomp/YouShallNotPassHumans-v0"}
r,l,t,r0,r1
-1270.538132,82,2.45437,679.862233,-1270.538132
1686.444944,171,4.01927,-1798.947986,1686.444944
-1363.725981,98,4.880733,600.289859,-1363.725981
-1262.405927,92,5.714761,610.507599,-1262.405927
-1495.174369,120,6.840364,476.438211,-1495.174369
-1129.339579,106,7.85937,517.631821,-1129.339579
-1237.673882,78,8.582788,708.153359,-1237.673882
-1598.662673,151,10.025046,-688.31734,-1598.662673
-1159.713227,95,10.913594,622.665109,-1159.713227
893.47127,173,12.542184,-1788.313016,893.47127
-1223.861086,75,13.218618,692.304631,-1223.861086
-1286.71437,70,13.872114,709.666246,-1286.71437
1624.276139,170,15.436841,-1791.197541,1624.276139
-1319.192935,90,16.304176,627.565846,-1319.192935
-1386.607304,111,17.347021,-467.991559,-1386.607304
-1194.799368,106,18.330529,550.457259,-1194.799368
1638.455118,176,19.980894,-1834.17702,1638.455118
-1259.045994,119,21.726116,493.182947,-1259.045994
-1428.642832,104,22.726094,-426.78283,-1428.642832
-1105.654458,131,23.995162,394.204284,-1105.654458
-1155.733783,64,24.616341,763.740132,-1155.733783
1631.950486,225,26.732041,-2111.542709,1631.950486
-1458.726409,124,27.893454,461.180454,-1458.726409
-1259.197951,93,28.713775,-350.890041,-1259.197951
1630.584733,184,30.497007,-1869.43653,1630.584733
1668.124217,197,32.38448,-1973.148598,1668.124217
-1293.328084,91,33.241387,604.412069,-1293.328084
-1029.752484,106,34.214857,537.535325,-1029.752484
-1247.048322,131,35.464974,390.256,-1247.048322
-1314.904112,89,36.29484,637.565688,-1314.904112
-776.816035,171,37.883852,156.4171,-776.816035
1619.186563,210,39.961454,-2021.560969,1619.186563
1658.890076,175,42.233986,-1850.039813,1658.890076
1678.250729,197,44.235602,-1961.41786,1678.250729
-1232.009622,113,45.339877,525.754982,-1232.009622
1642.628107,188,47.089285,-1921.149965,1642.628107
-1145.536338,156,48.581217,259.480434,-1145.536338
-1454.435336,87,49.404091,628.506999,-1454.435336
-1450.349545,102,50.390342,565.661827,-1450.349545
-1467.109163,137,51.692973,380.806665,-1467.109163
-1247.009104,130,53.034092,410.305894,-1247.009104
-1178.223507,63,53.833084,763.830981,-1178.223507
-1283.103306,78,54.659571,719.298322,-1283.103306
-1614.318987,152,56.286999,295.518192,-1614.318987
1523.38402,194,58.391859,-1945.62085,1523.38402
-1366.898849,87,59.391828,656.301274,-1366.898849
-1224.767171,84,60.335313,693.169742,-1224.767171
-1478.74643,164,62.116704,217.981553,-1478.74643
-1690.189082,175,64.486445,190.514634,-1690.189082
-1358.543175,143,65.964902,309.855626,-1358.543175
1595.351336,189,67.761257,-1878.537076,1595.351336
-1172.631404,86,68.783596,636.224009,-1172.631404
-1063.225367,156,70.243336,289.120654,-1063.225367
-1323.082649,176,72.037815,179.765211,-1323.082649
1696.390389,200,73.883587,-1963.799743,1696.390389
-1475.724641,103,74.796731,589.180456,-1475.724641
1627.762676,203,76.94078,-1954.877236,1627.762676
-1235.230287,73,77.690989,724.481921,-1235.230287
1536.911692,199,79.671641,-1951.121954,1536.911692
-1125.111815,71,80.331746,725.388757,-1125.111815
-1442.003646,129,81.58938,451.594783,-1442.003646
-1177.704287,87,82.354291,652.08018,-1177.704287
1705.41027,223,85.101174,-2088.751256,1705.41027
-1417.00662,98,86.040629,590.050096,-1417.00662
-1305.311067,97,86.957244,591.978026,-1305.311067
1628.324226,220,89.048013,-2070.69589,1628.324226
-905.951129,150,90.516819,309.453315,-905.951129
1667.708872,235,92.792542,-2132.306126,1667.708872
-1184.526806,115,93.996045,463.814068,-1184.526806
-1120.638888,192,95.911541,100.576605,-1120.638888
1610.730614,219,97.939358,-2085.315756,1610.730614
-1276.880552,106,98.986859,-481.623791,-1276.880552
-1210.422046,81,99.818121,699.90668,-1210.422046
-1193.994673,67,100.441929,739.563687,-1193.994673
1590.099723,211,102.368512,-2035.916475,1590.099723
1630.14653,198,104.703663,-1964.787083,1630.14653
1622.525485,188,106.47608,-1930.895385,1622.525485
-1306.590299,138,107.784508,356.581472,-1306.590299
1684.880867,190,109.527935,-1911.670635,1684.880867
-901.802934,162,111.060899,254.91554,-901.802934
1665.826484,206,113.109964,-1970.56894,1665.826484
-1198.461466,121,114.180949,449.676934,-1198.461466
-1326.731761,90,115.027607,623.589801,-1326.731761
1244.556495,177,116.647485,-1844.052448,1244.556495
1639.1554,175,118.261116,-1851.551556,1639.1554
-1386.725111,102,119.233738,532.532339,-1386.725111
-1447.725096,123,120.344255,463.497045,-1447.725096
-1225.164052,86,121.156379,664.291319,-1225.164052
-1228.518075,109,122.197917,539.785033,-1228.518075
1618.533069,217,124.642542,-2034.870102,1618.533069
-1145.37173,96,125.565618,609.729531,-1145.37173
-1114.828966,89,126.408391,634.046801,-1114.828966
-1313.238871,94,127.282753,631.641816,-1313.238871
1684.801653,217,129.284905,-2081.327014,1684.801653
1652.451363,188,131.095788,-1883.974045,1652.451363
-1178.743755,96,132.006164,595.387016,-1178.743755
-1529.110243,101,132.990812,589.556507,-1529.110243
1645.527823,172,134.629125,-1787.605066,1645.527823
-1322.142432,110,135.638921,-511.523774,-1322.142432
1435.778644,157,137.145757,-1751.08921,1435.778644
1636.795741,193,138.882121,-1908.966166,1636.795741
1651.836006,223,140.90548,-2063.576063,1651.836006
-1307.001158,92,141.739639,630.009912,-1307.001158
1637.276439,221,144.167497,-2075.165379,1637.276439
-1239.514732,109,145.196822,510.937278,-1239.514732
-1065.699194,171,146.775901,-833.728494,-1065.699194
1666.496695,187,148.476607,-1879.932346,1666.496695
1703.264628,208,150.414882,-1995.313367,1703.264628
-1294.632193,103,151.479353,573.811355,-1294.632193
1353.423276,172,153.116097,-1824.286283,1353.423276
1703.493967,184,154.838221,-1854.526903,1703.493967
1641.150257,182,156.493031,-1851.675575,1641.150257
1663.073734,183,158.196213,-1906.451006,1663.073734
1658.707687,189,159.980519,-1882.74504,1658.707687
-1229.37977,73,160.668134,721.659318,-1229.37977
1719.916857,200,162.914633,-1943.533408,1719.916857
-1264.592705,82,163.689292,698.635879,-1264.592705
-1330.209696,120,164.782768,456.070108,-1330.209696
-1276.604945,111,165.797616,488.348023,-1276.604945
-1305.31669,84,166.582108,688.819755,-1305.31669
-1776.875683,152,167.984733,283.265351,-1776.875683
-1292.757095,86,168.793778,-368.877549,-1292.757095
-1439.590925,99,169.69815,585.977115,-1439.590925
-1128.349974,145,170.991003,328.205071,-1128.349974
-1257.27682,168,172.514998,225.515391,-1257.27682
-1209.797324,119,173.595256,492.617349,-1209.797324
-1167.289977,86,174.372049,641.477672,-1167.289977
-1339.954544,83,175.223725,658.084196,-1339.954544
-1330.747358,117,176.319952,-509.469925,-1330.747358
-1415.160968,98,177.245531,602.879866,-1415.160968
1703.200562,203,179.17493,-1986.395779,1703.200562
-1253.09729,108,180.2218,532.40527,-1253.09729
1201.671403,236,183.291178,-2126.906964,1201.671403
-2613.054278,256,185.967808,-1264.362108,-2613.054278
-1151.743047,103,186.957356,569.905411,-1151.743047
1562.370098,182,188.731486,-1829.344268,1562.370098
1430.875281,185,190.479019,-1848.349481,1430.875281
-1301.372618,125,191.725478,444.484557,-1301.372618
-1189.391846,88,192.572234,629.121446,-1189.391846
-1313.354919,82,193.483721,651.463706,-1313.354919
1220.374712,208,195.426124,-1993.949694,1220.374712
-1020.476957,161,196.896519,241.436324,-1020.476957
-1214.69469,105,197.833096,531.784094,-1214.69469
-1484.877177,127,199.001179,-575.410297,-1484.877177
-1229.642043,131,200.201746,385.40471,-1229.642043
-1380.298546,139,201.5193,381.965093,-1380.298546
1466.281156,208,203.936956,-1998.581264,1466.281156
-1214.945571,84,204.724577,659.08983,-1214.945571
-1377.209011,113,205.732618,509.055957,-1377.209011
1606.816109,157,207.176013,-1736.846703,1606.816109
1620.84922,185,209.034858,-1858.332302,1620.84922
1623.189387,206,211.101985,-2008.076619,1623.189387
-1163.981802,80,211.9061,-343.95756,-1163.981802
-1304.130361,81,212.690513,666.146684,-1304.130361
1636.765716,191,214.473114,-1915.949036,1636.765716
-1509.043532,119,215.563417,-519.322963,-1509.043532
-1310.385671,88,216.372982,607.3862,-1310.385671
1636.946582,191,218.126236,-1878.163351,1636.946582
-1194.745877,83,218.882887,-349.523883,-1194.745877
-1078.433808,97,219.780447,561.987316,-1078.433808
-1228.839422,77,220.484693,665.952168,-1228.839422
-1315.569867,119,221.584131,445.083523,-1315.569867
1336.819406,173,223.519351,-1786.573791,1336.819406
1655.624806,178,225.148195,-1811.651811,1655.624806
1664.828995,196,226.910185,-1969.867635,1664.828995
-1218.412519,100,227.813916,588.636242,-1218.412519
-1303.467486,158,229.237655,-761.581556,-1303.467486
-1165.357855,81,229.947805,657.74742,-1165.357855
-1178.41406,90,230.76754,659.259943,-1178.41406
1354.090999,198,232.580099,-1968.686739,1354.090999
-1631.967834,124,233.726512,435.892565,-1631.967834
1587.795403,205,235.590675,-1978.278443,1587.795403
-1568.212327,135,236.82345,439.578632,-1568.212327
-1299.12066,77,237.517566,726.490812,-1299.12066
-1546.278156,121,238.669728,474.742654,-1546.278156
-1256.825231,64,239.291594,-234.728596,-1256.825231
1621.916567,211,241.58865,-1997.291329,1621.916567
1621.063808,156,243.028699,-1709.642904,1621.063808
-772.09099,178,244.638112,145.264089,-772.09099
1668.826582,202,246.417913,-1963.813113,1668.826582
-644.068941,218,248.339884,-52.726052,-644.068941
1604.178015,201,250.19738,-1953.460965,1604.178015
-1259.004939,82,250.938378,-322.916727,-1259.004939
-1155.195008,161,252.498875,272.978766,-1155.195008
1623.943735,195,254.301085,-1948.670972,1623.943735
1649.706869,205,256.13394,-1968.962195,1649.706869
-1205.041715,92,256.97271,624.906612,-1205.041715
1698.750894,243,259.310346,-2166.414332,1698.750894
1623.060317,166,261.416494,-1786.786778,1623.060317
1299.204115,238,263.852281,-2133.784803,1299.204115
-1267.780552,91,264.730529,603.517693,-1267.780552
1643.926804,214,266.685804,-2012.204373,1643.926804
1424.252265,191,268.400459,-1916.261859,1424.252265
-1311.254545,119,269.479556,463.302065,-1311.254545
-1276.546993,87,270.295434,666.158356,-1276.546993
-1209.189825,83,271.05399,638.056147,-1209.189825
-1489.851794,108,272.096697,506.571988,-1489.851794
1643.481903,182,273.835914,-1884.862481,1643.481903
1629.60175,202,275.735104,-1945.619976,1629.60175
1694.145611,173,277.343599,-1787.292794,1694.145611
-1219.279462,170,278.926273,217.058488,-1219.279462
1650.911717,206,281.236941,-1981.7783,1650.911717
1690.998774,204,283.10036,-1986.989452,1690.998774
-1097.16378,151,284.464206,275.228546,-1097.16378
-1130.896662,107,285.475077,-475.325759,-1130.896662
-1339.448617,111,286.465083,532.518395,-1339.448617
-931.756508,186,288.162775,93.047979,-931.756508
-1191.386156,104,289.191376,547.420279,-1191.386156
