#{"t_start": 1648421329.9364495, "env_id": "multicomp/YouShallNotPassHumans-v0"}
r,l,t,r0,r1
-1223.222216,74,2.372888,688.987048,-1223.222216
-1181.920712,79,3.093758,657.358381,-1181.920712
1636.953275,199,4.875988,-1916.533575,1636.953275
-1168.941914,106,5.857254,590.328275,-1168.941914
-1297.025766,88,6.667282,-369.66499,-1297.025766
-1192.79572,84,7.483773,687.462118,-1192.79572
-1357.606996,95,8.362433,570.239578,-1357.606996
1682.626563,201,10.262344,-1965.265332,1682.626563
1655.91479,207,12.212078,-1986.494223,1655.91479
-1140.814496,133,13.429342,401.898768,-1140.814496
1501.864787,176,15.066194,-1802.962269,1501.864787
-1273.93062,85,15.871758,682.450918,-1273.93062
1645.353387,191,17.667159,-1924.42532,1645.353387
-1244.583675,143,18.98298,318.211633,-1244.583675
-1205.100218,96,19.900726,600.635129,-1205.100218
-1204.147513,107,21.52082,542.55351,-1204.147513
-1234.878569,139,22.868998,386.021837,-1234.878569
-1277.498166,103,23.860512,564.65718,-1277.498166
-1121.350058,126,25.066046,438.299305,-1121.350058
-1248.487872,109,26.115417,-460.30323,-1248.487872
1667.865464,191,27.887009,-1905.380335,1667.865464
1620.48219,201,29.730451,-1954.05198,1620.48219
1607.433861,226,31.936425,-2086.491909,1607.433861
-1276.673461,106,32.927199,549.263499,-1276.673461
1630.318878,226,35.02834,-2097.439957,1630.318878
-1506.532874,132,36.289334,421.321351,-1506.532874
1676.413978,215,38.308116,-2039.482043,1676.413978
-1320.967638,83,39.170135,667.126915,-1320.967638
-1151.802555,99,40.130411,609.924403,-1151.802555
-895.427237,173,42.364683,175.794736,-895.427237
1648.052425,222,44.617681,-2100.170191,1648.052425
-1304.724839,92,45.506396,607.293187,-1304.724839
-1364.409574,97,46.411667,579.929436,-1364.409574
-1044.171007,124,47.564629,435.940036,-1044.171007
-1196.640351,88,48.412609,653.921403,-1196.640351
1621.56394,201,50.335656,-1933.643589,1621.56394
1660.817156,193,52.205827,-1903.370278,1660.817156
-1158.509781,96,53.225836,602.911448,-1158.509781
1580.156592,197,55.439439,-1962.215429,1580.156592
-1267.16887,89,56.390599,630.855741,-1267.16887
-1225.276558,65,57.070553,802.691305,-1225.276558
1640.022562,183,59.122402,-1832.771137,1640.022562
-1045.711869,143,60.718185,321.558575,-1045.711869
1667.221883,200,63.309401,-1940.451993,1667.221883
-1243.207349,70,64.109621,745.465011,-1243.207349
-883.05565,164,65.818959,215.484436,-883.05565
1665.871941,207,67.817654,-1980.836513,1665.871941
-1319.558692,83,68.807222,649.539526,-1319.558692
-1083.410828,141,70.124825,353.929796,-1083.410828
1443.070746,185,72.0003,-1881.021569,1443.070746
1303.168401,212,73.956609,-2031.756274,1303.168401
1643.628112,182,75.729314,-1875.96956,1643.628112
-1429.768882,123,77.010383,-533.797915,-1429.768882
1723.554313,199,79.001776,-1943.002869,1723.554313
1669.688758,229,81.241388,-2107.443652,1669.688758
-1307.064764,84,82.012536,657.793111,-1307.064764
1645.60506,203,84.478103,-1970.479193,1645.60506
-1411.292189,95,85.452052,625.623399,-1411.292189
-1497.111292,94,86.333895,628.484072,-1497.111292
-1113.822344,104,87.316517,555.976031,-1113.822344
-1275.098839,99,88.22995,602.167648,-1275.098839
1675.171181,219,90.379744,-2074.001676,1675.171181
-1353.801017,99,91.333989,604.018191,-1353.801017
1639.910629,189,93.213339,-1879.459022,1639.910629
1628.259682,198,95.185575,-1954.030325,1628.259682
-1281.536571,84,96.045396,-366.235687,-1281.536571
-1292.766577,80,96.763191,697.286526,-1292.766577
1622.989229,185,98.543802,-1878.718894,1622.989229
-1126.147445,90,99.436827,622.04014,-1126.147445
-1191.107649,102,100.428157,550.79405,-1191.107649
-1325.923975,92,101.275409,616.777118,-1325.923975
1641.327707,173,102.876689,-1797.747582,1641.327707
-864.355924,163,104.872613,238.117665,-864.355924
-1239.114633,74,105.613856,704.877369,-1239.114633
-1102.686892,91,106.424829,635.604431,-1102.686892
-1347.873585,88,107.263991,636.887157,-1347.873585
-1169.090387,89,108.094366,-386.173541,-1169.090387
1631.852853,192,109.845098,-1906.42693,1631.852853
-1389.439964,123,111.021374,447.144092,-1389.439964
-1090.893844,117,112.245913,457.706399,-1090.893844
-1240.726329,93,113.112491,628.360375,-1240.726329
1701.959235,240,115.284485,-2162.982663,1701.959235
-1291.535047,83,116.048048,694.048777,-1291.535047
1648.984225,174,117.662487,-1837.954937,1648.984225
-1462.115437,104,118.626908,-441.547688,-1462.115437
-1329.07644,82,119.405773,679.626986,-1329.07644
-1206.938802,134,120.616018,421.481254,-1206.938802
-1271.616546,106,121.596186,570.946354,-1271.616546
-1308.396665,114,122.69597,524.907596,-1308.396665
-1276.846632,104,124.098249,568.45295,-1276.846632
-1215.212062,94,124.975912,612.106903,-1215.212062
-1394.76128,72,125.661993,719.656489,-1394.76128
1592.95099,189,127.447578,-1867.71642,1592.95099
1607.468749,239,129.681549,-2185.54928,1607.468749
1160.558509,182,131.400688,-1863.062111,1160.558509
1595.533247,191,133.258446,-1891.134571,1595.533247
-1269.543825,92,134.128322,593.498106,-1269.543825
1649.129388,217,136.168164,-2038.130662,1649.129388
1668.75239,167,137.746234,-1762.334948,1668.75239
-1247.557653,89,138.534097,647.369778,-1247.557653
1696.780044,181,140.162554,-1844.524326,1696.780044
617.399556,148,141.500173,-1659.5291,617.399556
-1183.844663,92,142.345427,635.044596,-1183.844663
-1250.468542,87,143.54679,639.313346,-1250.468542
-1347.963828,110,144.550629,509.170259,-1347.963828
-1268.825408,90,145.425682,643.971416,-1268.825408
-1086.806949,109,146.428842,523.340836,-1086.806949
-1244.610065,83,147.163896,674.281424,-1244.610065
1619.197509,181,148.845632,-1877.213227,1619.197509
-1212.892304,99,149.72343,-407.073115,-1212.892304
1630.788489,179,151.537927,-1834.603264,1630.788489
-1390.558874,105,152.511483,562.439313,-1390.558874
1679.890592,205,154.455781,-1966.888456,1679.890592
1638.705934,214,156.408598,-2022.043584,1638.705934
-1080.224918,112,157.457983,-451.494694,-1080.224918
1668.261134,180,159.116839,-1875.314918,1668.261134
1636.892386,208,161.093652,-1979.712991,1636.892386
1673.705221,214,163.486215,-2056.746933,1673.705221
-1247.822987,79,164.229983,692.245504,-1247.822987
1636.585749,193,165.975511,-1955.386676,1636.585749
-1272.594647,126,167.152145,441.926119,-1272.594647
1625.838513,214,169.124805,-2037.859751,1625.838513
1668.073186,166,170.638922,-1762.237186,1668.073186
-1306.102126,82,171.355741,688.29965,-1306.102126
1657.218192,180,172.985429,-1882.587796,1657.218192
-1305.375908,100,173.894217,611.903802,-1305.375908
-1501.083731,113,174.993809,490.752345,-1501.083731
-1241.094967,98,175.946909,549.366139,-1241.094967
-1119.820334,90,176.809832,664.652762,-1119.820334
-1129.86753,88,177.613676,617.54257,-1129.86753
-1362.29262,121,178.78224,449.699123,-1362.29262
-1177.56376,99,179.699083,598.796009,-1177.56376
-1208.685605,67,180.388391,739.193411,-1208.685605
-1287.39797,99,181.617712,593.888791,-1287.39797
1637.591574,193,183.973153,-1931.776171,1637.591574
1463.833974,180,185.922993,-1871.449728,1463.833974
1659.580463,204,187.936842,-1976.549189,1659.580463
1686.661422,201,189.814049,-1950.989495,1686.661422
-1260.702813,98,190.781205,625.236545,-1260.702813
1649.674307,204,192.791304,-1957.147288,1649.674307
-1200.703366,95,193.791473,623.164318,-1200.703366
-1289.917364,101,194.714851,584.346996,-1289.917364
-1229.495677,90,195.576791,620.926037,-1229.495677
-1256.428704,87,196.369288,635.122385,-1256.428704
1648.636633,204,198.189898,-1968.038257,1648.636633
-959.791402,161,199.6739,267.16611,-959.791402
1640.998716,169,201.241567,-1769.026173,1640.998716
1553.991494,195,203.585069,-1914.017759,1553.991494
-1351.090738,92,204.434618,613.670632,-1351.090738
-1179.151636,112,205.448312,492.43174,-1179.151636
1653.553487,210,207.383966,-2035.544263,1653.553487
1658.023105,224,209.605193,-2094.495299,1658.023105
-813.536188,243,212.074164,-183.165539,-813.536188
1640.144828,187,213.832134,-1843.138759,1640.144828
-1215.265737,89,214.662189,652.969305,-1215.265737
-1218.654034,68,215.29479,755.324867,-1218.654034
-1151.025879,124,216.41893,487.044621,-1151.025879
1651.796442,159,217.873758,-1710.939196,1651.796442
1630.171576,211,219.82049,-2039.584105,1630.171576
1642.012826,208,221.721654,-1986.901155,1642.012826
-1365.751246,99,223.004954,573.287475,-1365.751246
-1205.293973,123,224.117774,479.530056,-1205.293973
1525.976505,204,225.951764,-2014.100027,1525.976505
1657.396063,187,227.655396,-1890.911987,1657.396063
-1251.921794,111,228.639282,518.280192,-1251.921794
-1158.428084,118,229.699666,479.340811,-1158.428084
-1211.73345,78,230.409516,702.194545,-1211.73345
-1126.754533,112,231.400329,515.256823,-1126.754533
1669.018627,225,233.478254,-2078.830877,1669.018627
-1230.820429,104,234.468421,568.741598,-1230.820429
-1388.487607,124,235.576373,441.877536,-1388.487607
-1126.050858,102,236.500903,570.098883,-1126.050858
-1190.809671,95,237.370641,-424.351504,-1190.809671
1632.425763,209,239.355695,-1982.401927,1632.425763
-1191.465633,125,240.478682,-569.856562,-1191.465633
-1167.975566,105,241.840679,528.576495,-1167.975566
-1269.02053,84,242.614097,-345.993616,-1269.02053
-1216.933694,71,243.279432,743.632718,-1216.933694
-1179.778039,133,244.449857,438.894598,-1179.778039
1570.565246,196,246.195183,-1955.57316,1570.565246
-1448.116299,105,247.129293,550.631847,-1448.116299
-1518.840222,101,248.012139,565.206729,-1518.840222
-1252.817754,97,248.854702,625.446096,-1252.817754
-1186.923315,91,249.720299,-350.454736,-1186.923315
-1444.672987,127,250.887562,432.691995,-1444.672987
