#{"t_start": 1648128398.4782858, "env_id": "multicomp/SumoAnts-v0"}
r,l,t,r0,r1
-122.190732,329,3.855955,-122.190732,2307.263847
-489.641441,173,5.205065,-489.641441,1609.072015
-480.195568,172,6.5519,-480.195568,1691.087273
-328.749618,208,8.328494,-328.749618,1819.595566
-394.131432,188,9.838542,-394.131432,1771.867379
-179.84933,390,13.36137,-179.84933,2180.785683
-471.247664,154,14.659297,-471.247664,1653.188252
-369.807607,219,16.425493,-369.807607,1791.990167
-636.680019,183,17.882094,-636.680019,1593.550215
-597.271604,193,20.116187,-597.271604,1641.624736
-559.267046,158,21.402468,-559.267046,1672.832354
-206.364962,287,23.798586,-206.364962,1979.950537
-536.669567,281,26.039836,-536.669567,2012.730228
-665.813516,114,26.981712,-665.813516,391.627346
-376.537474,189,28.628728,-376.537474,1732.156599
-562.954897,143,29.766549,-562.954897,1546.040198
-662.315336,107,30.592198,-662.315336,451.93966
-491.763649,181,32.016517,-491.763649,1691.280499
-512.958519,147,33.176856,-512.958519,1622.324907
338.791282,129,34.181536,338.791282,-723.60474
-562.187512,280,36.822742,-562.187512,1820.209973
-724.328097,115,37.792472,-724.328097,424.431377
-776.839373,112,38.741534,-776.839373,307.198318
642.228653,484,42.797867,642.228653,3061.77606
-718.976283,95,43.630731,-718.976283,1372.649679
-535.067355,172,45.422411,-535.067355,1699.666598
-198.611761,321,48.311728,-198.611761,2257.363613
-639.643469,154,49.680195,-639.643469,1583.417552
-814.650264,45,50.121355,-814.650264,1188.466212
-608.683539,243,52.303418,-608.683539,894.178603
1565.444297,198,54.308496,1565.444297,-396.542301
-700.098609,93,55.134241,-700.098609,1393.927676
-46.941582,296,58.77152,-46.941582,2158.404886
-723.525804,108,59.985057,-723.525804,433.510142
-793.380778,115,61.202233,-793.380778,413.650264
-383.143038,226,63.345611,-383.143038,1898.950275
-800.22085,86,64.141364,-800.22085,1308.203309
-120.504815,286,67.110156,-120.504815,1909.511844
-690.144761,119,68.551758,-690.144761,481.569888
-96.030709,394,72.508599,-96.030709,2215.589011
-540.388652,170,74.087821,-540.388652,1612.595884
-915.43246,69,74.699454,-915.43246,176.62942
-833.669781,44,75.108854,-833.669781,1154.66582
-896.446803,74,76.094064,-896.446803,242.996499
-518.940589,168,77.678502,-518.940589,1684.868632
-362.03616,192,79.37602,-362.03616,487.894693
-375.477021,267,81.95271,-375.477021,1976.205149
-561.907992,140,83.291067,-561.907992,468.816487
-206.485129,300,86.06809,-206.485129,1914.803115
-528.533102,152,87.668718,-528.533102,1542.219972
286.491689,437,91.855664,286.491689,2737.686946
-620.247817,198,93.724202,-620.247817,662.195379
-593.503165,287,96.668815,-593.503165,1759.57248
-814.334347,63,97.255333,-814.334347,1205.71338
-329.288974,254,99.807915,-329.288974,769.912607
-306.966115,217,101.813025,-306.966115,1919.523539
-584.155818,163,103.255015,-584.155818,1532.972792
-581.120778,147,104.597579,-581.120778,1516.617725
-575.053224,178,106.296733,-575.053224,1650.162272
-315.897296,288,108.88642,-315.897296,1909.991167
-841.937564,95,109.907995,-841.937564,243.701583
-208.975194,277,112.70063,-208.975194,2097.330683
1281.891707,103,113.682163,1281.891707,-689.15609
-450.399716,179,115.67948,-450.399716,1631.461727
-450.359387,172,117.220222,-450.359387,1722.467657
-695.165305,171,118.830885,-695.165305,1451.468104
-843.03429,43,119.246783,-843.03429,1155.369134
-479.089325,165,120.905878,-479.089325,1679.553547
-570.69098,156,122.454898,-570.69098,1602.308295
-128.357318,500,127.605998,-128.357318,585.324152
-638.247299,250,130.114763,-638.247299,1620.299933
-809.882026,107,131.227972,-809.882026,301.135279
-542.226811,150,132.692611,-542.226811,1554.677928
-672.073365,175,134.481968,-672.073365,1624.743402
-430.437923,285,137.898683,-430.437923,1907.475596
-604.841115,135,139.32612,-604.841115,1513.751456
-478.097904,199,141.426979,-478.097904,1740.369111
-551.808778,161,143.161731,-551.808778,1634.667303
-529.750175,160,144.786252,-529.750175,1631.716148
-566.942076,186,146.815839,-566.942076,1682.418957
-562.612556,121,148.019779,-562.612556,1490.005376
-506.156536,133,149.332331,-506.156536,1515.102888
-172.249302,367,153.0079,-172.249302,2201.461
-606.076184,197,154.873022,-606.076184,487.250376
-92.490491,264,157.672895,-92.490491,2009.418556
-49.622194,500,162.38593,-49.622194,455.325116
-489.044817,185,164.201206,-489.044817,1651.077192
-366.438243,187,165.971603,-366.438243,1718.532964
-535.289109,150,167.429229,-535.289109,592.589887
-766.890638,113,168.494967,-766.890638,421.353692
-471.422772,177,170.077924,-471.422772,1777.405167
-667.131903,86,170.868669,-667.131903,1322.575313
423.160902,500,176.62507,423.160902,880.716556
-358.703512,247,179.529796,-358.703512,1877.715708
-409.887959,227,181.819544,-409.887959,1748.628947
1530.264991,161,183.461981,1530.264991,-396.873953
-742.182296,109,184.548491,-742.182296,1384.150801
-471.8782,183,186.40938,-471.8782,1675.29966
-749.799096,73,187.263849,-749.799096,1291.529498
-551.870695,286,190.517422,-551.870695,890.888382
547.011687,141,191.982234,547.011687,-740.135442
394.745507,457,196.978498,394.745507,3029.757795
-584.898514,167,198.556149,-584.898514,551.262264
