#{"t_start": 1648128398.4762294, "env_id": "multicomp/SumoAnts-v0"}
r,l,t,r0,r1
-326.539346,163,2.537246,-326.539346,1556.710978
-539.504141,178,3.947894,-539.504141,1801.062538
-629.284364,144,5.073951,-629.284364,591.461079
-477.894118,258,7.12007,-477.894118,950.909687
-673.785638,102,8.019979,-673.785638,1432.123584
-641.275385,117,8.958328,-641.275385,1403.999775
-57.311933,324,11.874022,-57.311933,2144.746139
-797.887105,58,12.332119,-797.887105,1212.944293
-611.827209,173,13.886696,-611.827209,1613.642875
1238.986785,71,14.456814,1238.986785,-774.507362
-587.780425,192,15.989178,-587.780425,750.963998
-542.361592,183,17.474336,-542.361592,695.858757
-551.168078,203,19.781462,-551.168078,1652.466207
306.066378,425,23.244095,306.066378,2829.056766
1194.418881,52,23.695733,1194.418881,-816.224652
-640.207868,109,24.592405,-640.207868,1425.182503
-508.772915,208,26.233228,-508.772915,1689.14337
-385.203735,254,28.417472,-385.203735,1719.633712
-400.716899,301,30.803365,-400.716899,1968.55071
-627.634678,211,32.468923,-627.634678,1632.887899
-632.159569,136,33.530925,-632.159569,1541.344705
-755.021737,125,34.552642,-755.021737,1458.608851
-293.31109,200,36.521231,-293.31109,1632.844074
-656.960533,107,37.408243,-656.960533,1406.133327
-623.113725,211,39.194975,-623.113725,697.797147
-607.473513,210,41.035427,-607.473513,683.957894
-437.300954,173,42.419667,-437.300954,1752.347064
-414.279034,227,44.450208,-414.279034,1773.763017
-425.500833,276,47.159501,-425.500833,1913.058131
-263.116349,328,50.08146,-263.116349,2027.06402
-752.066247,92,50.9308,-752.066247,378.743313
-314.520285,269,53.305744,-314.520285,2012.115094
-374.072285,226,55.702508,-374.072285,1801.194796
-669.921182,158,57.712184,-669.921182,592.875022
1347.960618,103,58.952364,1347.960618,-608.138627
68.201307,500,63.956441,68.201307,491.978328
-510.038099,164,65.461699,-510.038099,1588.021349
94.256458,271,68.638727,94.256458,2120.61333
-710.499467,105,69.583611,-710.499467,1416.442748
-590.135172,143,71.028692,-590.135172,1575.112669
-300.318613,231,73.398987,-300.318613,1915.238152
-257.380878,223,75.718709,-257.380878,1858.105767
-586.319146,135,77.033827,-586.319146,495.530807
-640.072344,116,78.055291,-640.072344,1493.41922
-509.570918,169,79.560341,-509.570918,1647.258803
