#{"t_start": 1648333473.8008988, "env_id": "multicomp/SumoAnts-v0"}
r,l,t,r0,r1
-421.819442,269,6.617241,1891.722985,-421.819442
-392.477497,230,10.118278,1847.138931,-392.477497
124.17382,449,16.96775,1652.80044,124.17382
-724.579213,78,18.181419,1335.675275,-724.579213
-245.958251,241,21.893434,905.871718,-245.958251
-725.723797,103,23.449284,382.893395,-725.723797
-492.322019,224,26.948367,1746.444835,-492.322019
-754.08319,79,28.129367,1295.775791,-754.08319
-751.961641,103,29.784359,1432.69085,-751.961641
-512.23584,258,33.825155,1059.303652,-512.23584
-721.238017,90,35.916313,1377.033883,-721.238017
-930.858867,55,36.776749,133.322331,-930.858867
-789.603448,70,37.830838,1286.15418,-789.603448
-617.44383,209,41.013031,848.67279,-617.44383
-298.123164,230,44.500827,1891.922485,-298.123164
-460.89536,195,47.494342,1705.576592,-460.89536
-480.33115,221,50.888837,851.731812,-480.33115
-510.379367,125,52.770706,1458.6123,-510.379367
-643.100875,177,55.460265,778.533968,-643.100875
-641.251442,114,57.217973,1460.183036,-641.251442
-841.917332,79,58.420333,340.484459,-841.917332
-640.027658,142,60.548803,562.54107,-640.027658
-857.356601,61,61.48871,188.78688,-857.356601
-762.157205,123,63.402726,515.692489,-762.157205
625.774947,461,70.814528,2536.258075,625.774947
-378.677355,332,75.930065,2093.364466,-378.677355
-654.299828,97,77.438997,1395.269533,-654.299828
-584.505317,270,81.589854,1836.347985,-584.505317
-814.323377,45,82.280149,1180.886274,-814.323377
-458.186127,315,87.142185,1127.307404,-458.186127
-169.282802,291,91.644023,1085.024035,-169.282802
-829.256941,89,93.003834,304.905122,-829.256941
-789.5955,124,94.906743,278.490773,-789.5955
339.257733,500,102.858858,1026.778527,339.257733
-468.006281,146,105.111296,1504.160441,-468.006281
-378.734613,214,108.383727,1739.222684,-378.734613
-712.122364,130,110.366755,279.956246,-712.122364
-846.636033,74,111.4764,306.801335,-846.636033
-657.100748,119,113.284253,1414.902659,-657.100748
-507.543047,205,116.46195,866.345334,-507.543047
-517.677114,200,119.557934,786.268597,-517.677114
-196.839902,291,124.086954,2207.804744,-196.839902
-184.208167,284,128.463124,1053.878373,-184.208167
-482.916647,166,131.366067,1714.363184,-482.916647
-493.728211,135,133.444217,1520.826416,-493.728211
-223.377738,280,137.727168,2152.103377,-223.377738
-423.681253,206,140.851529,812.605879,-423.681253
-529.247242,184,143.725965,1711.641294,-529.247242
-785.216182,107,145.370004,436.93046,-785.216182
-613.011365,146,147.606651,1596.647684,-613.011365
-892.515994,47,148.331587,152.662018,-892.515994
-711.17035,115,150.062867,1514.305342,-711.17035
-430.918904,216,153.395282,1757.345845,-430.918904
-515.622732,155,155.73653,1616.053224,-515.622732
-344.284734,229,159.227783,1926.268496,-344.284734
-774.700731,75,160.366789,284.748286,-774.700731
-767.618673,132,162.712236,467.569797,-767.618673
-399.218916,211,165.959265,1765.724441,-399.218916
-513.742682,208,169.094759,1727.91222,-513.742682
-553.814716,186,172.029199,1712.770292,-553.814716
-397.059776,316,176.961685,1303.806979,-397.059776
-841.154231,88,178.300743,240.934974,-841.154231
-601.0598,135,180.428557,1501.096782,-601.0598
-519.98245,193,183.366546,1621.357453,-519.98245
1256.185788,82,184.635747,-655.474049,1256.185788
-464.359261,175,187.295788,1684.803413,-464.359261
-877.760507,87,188.662602,244.018737,-877.760507
-292.292229,258,192.647101,2073.542422,-292.292229
-501.553672,189,195.928838,1691.97408,-501.553672
-546.408581,203,199.095925,1891.087686,-546.408581
-87.968977,266,203.262337,2155.243857,-87.968977
-516.669265,168,205.90851,1632.667283,-516.669265
-378.787687,220,209.302189,1885.121979,-378.787687
-305.298851,265,213.402922,1951.720857,-305.298851
-519.506792,154,215.749152,1629.547271,-519.506792
-701.746815,171,218.395483,516.303547,-701.746815
-714.593757,92,219.808706,1369.527566,-714.593757
